time,diffusion rate
27 Jan 2015 03:58:44 PM,0.1
Number of cells,Speed of cells,Average cell radius,Number of timesteps,Width of environment,Height of environment,Probability of death,Probability of cell division
10.0,1.0,1.0,20.0,10.0,10.0,0.0,0.0
starting concentration map
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
starting cell matrix
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"2",Point(8.468054462152352,4.720755566628916),1.0368427327395255,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.524436329500325,7.921077260957752),1.0032184685403291,0,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(4.450948566389448,2.0345296927309677),1.0828176185298153,0,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.3547872652134267,6.648485759987127),1.113535171610511,0,0,"Alive"
subsequent cell matrices
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"2",Point(8.468054462152352,4.720755566628916),1.0368427327395255,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(4.450948566389448,2.0345296927309677),1.0828176185298153,0,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.3547872652134267,6.648485759987127),1.113535171610511,0,0,"Alive"
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"2",Point(8.468054462152352,4.720755566628916),1.0368427327395255,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(4.8776062873249435,2.820341298527992),1.0828176185298153,1.0733806048405745,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.3547872652134267,6.648485759987127),1.113535171610511,0,0,"Alive"
"6.1",Point(6.255424107227171,6.785500393468066),1.0032184685403291,1,1,"Alive"
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"2",Point(8.468054462152352,4.720755566628916),1.0368427327395255,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(4.83225952748297,2.494121219543293),1.0828176185298153,1.4326747740212487,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.3547872652134267,6.648485759987127),1.113535171610511,0,0,"Alive"
"6.1",Point(6.255424107227171,6.785500393468066),1.0032184685403291,1,1,"Alive"
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"2",Point(8.468054462152352,4.720755566628916),1.0368427327395255,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(4.83225952748297,2.494121219543293),1.0828176185298153,1.4326747740212487,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.192883284939004,6.174030026545996),1.113535171610511,-0.9765507761169027,0,"Alive"
"6.1",Point(6.255424107227171,6.785500393468066),1.0032184685403291,1,1,"Alive"
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"2",Point(8.468054462152352,4.720755566628916),1.0368427327395255,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(5.019973929196746,2.821991826211516),1.0828176185298153,1.0508234152545268,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.192883284939004,6.174030026545996),1.113535171610511,-0.9765507761169027,0,"Alive"
"6.1",Point(6.255424107227171,6.785500393468066),1.0032184685403291,1,1,"Alive"
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(5.444698740797076,2.606652973238868),1.0828176185298153,-0.4692382332972231,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.192883284939004,6.174030026545996),1.113535171610511,-0.9765507761169027,0,"Alive"
"6.1",Point(6.255424107227171,6.785500393468066),1.0032184685403291,1,1,"Alive"
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
"8",Point(5.444698740797076,2.606652973238868),1.0828176185298153,-0.4692382332972231,0,"Alive"
"9",Point(1.3200259485413184,1.598107047832913),0.984725515130177,0,0,"Alive"
"10",Point(1.192883284939004,6.174030026545996),1.113535171610511,-0.9765507761169027,0,"Alive"
"6.1",Point(6.532696148672741,6.190044747456748),1.0032184685403291,-1.135006941003256,1,"Alive"
"1",Point(7.1784992726967545,1.1893096607668356),1.074781921821264,0,0,"Alive"
"3",Point(8.452805747445066,8.013536645186527),1.1069279177015554,0,0,"Alive"
"4",Point(2.815551148745964,3.9805357411906614),0.9638353549652704,0,0,"Alive"
"5",Point(3.1656573968435797,8.002693583726561),0.9048654648181766,0,0,"Alive"
"6",Point(5.175625168697497,8.476601642604795),1.0032184685403291,-1.0101176905026537,0,"Alive"
"7",Point(4.226803700729836,5.87010859653977),1.0904423236513212,0,0,"Alive"
